discipline_title,event_title,event_gender,medal_type,participant_type,participant_title,athlete_url,athlete_full_name,country_name,country_code,country_3_letter_code,year,location,season
Curling,Mixed Doubles,Mixed,GOLD,GameTeam,Italy,https://olympics.com/en/athletes/stefania-constantini,Stefania CONSTANTINI,Italy,IT,ITA,2022,Beijing,Summer
Curling,Mixed Doubles,Mixed,GOLD,GameTeam,Italy,https://olympics.com/en/athletes/amos-mosaner,Amos MOSANER,Italy,IT,ITA,2022,Beijing,Summer
Curling,Mixed Doubles,Mixed,SILVER,GameTeam,Norway,https://olympics.com/en/athletes/kristin-skaslien,Kristin SKASLIEN,Norway,NO,NOR,2022,Beijing,Summer
Curling,Mixed Doubles,Mixed,SILVER,GameTeam,Norway,https://olympics.com/en/athletes/magnus-nedregotten,Magnus NEDREGOTTEN,Norway,NO,NOR,2022,Beijing,Summer
Curling,Mixed Doubles,Mixed,BRONZE,GameTeam,Sweden,https://olympics.com/en/athletes/almida-de-val,Almida DE VAL,Sweden,SE,SWE,2022,Beijing,Summer
Curling,Mixed Doubles,Mixed,BRONZE,GameTeam,Sweden,https://olympics.com/en/athletes/oskar-eriksson,Oskar ERIKSSON,Sweden,SE,SWE,2022,Beijing,Summer
Curling,Women,Women,GOLD,GameTeam,Great Britain,,,Great Britain,GB,GBR,2022,Beijing,Summer
Curling,Women,Women,SILVER,GameTeam,Japan,,,Japan,JP,JPN,2022,Beijing,Summer
Curling,Women,Women,BRONZE,GameTeam,Sweden,,,Sweden,SE,SWE,2022,Beijing,Summer
Curling,Men,Men,GOLD,GameTeam,Sweden,,,Sweden,SE,SWE,2022,Beijing,Summer
Curling,Men,Men,SILVER,GameTeam,Great Britain,,,Great Britain,GB,GBR,2022,Beijing,Summer
Curling,Men,Men,BRONZE,GameTeam,Canada,,,Canada,CA,CAN,2022,Beijing,Summer
Freestyle Skiing,Men's Moguls,Men,SILVER,Athlete,,https://olympics.com/en/athletes/mikael-kingsbury,Mikael KINGSBURY,Canada,CA,CAN,2022,Beijing,Summer
Freestyle Skiing,Men's Moguls,Men,GOLD,Athlete,,https://olympics.com/en/athletes/wallberg,Walter WALLBERG,Sweden,SE,SWE,2022,Beijing,Summer
Freestyle Skiing,Men's Moguls,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/ikuma-horishima,Ikuma HORISHIMA,Japan,JP,JPN,2022,Beijing,Summer
Freestyle Skiing,Men's Freeski Halfpipe,Men,GOLD,Athlete,,https://olympics.com/en/athletes/nico-porteous,Nico PORTEOUS,New Zealand,NZ,NZL,2022,Beijing,Summer
Freestyle Skiing,Men's Freeski Halfpipe,Men,SILVER,Athlete,,https://olympics.com/en/athletes/david-wise,David WISE,United States of America,US,USA,2022,Beijing,Summer
Freestyle Skiing,Men's Freeski Halfpipe,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/alex-ferreira,Alex FERREIRA,United States of America,US,USA,2022,Beijing,Summer
Freestyle Skiing,Men's Freeski Big Air,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/henrik-harlaut,Henrik HARLAUT,Sweden,SE,SWE,2022,Beijing,Summer
Freestyle Skiing,Men's Freeski Big Air,Men,GOLD,Athlete,,https://olympics.com/en/athletes/birk-ruud,Birk RUUD,Norway,NO,NOR,2022,Beijing,Summer
Freestyle Skiing,Men's Freeski Big Air,Men,SILVER,Athlete,,https://olympics.com/en/athletes/colby-stevenson,Colby STEVENSON,United States of America,US,USA,2022,Beijing,Summer
Freestyle Skiing,Men's Ski Cross,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/sergey-ridzik-1,Sergey RIDZIK,ROC,ROC,ROC,2022,Beijing,Summer
Freestyle Skiing,Men's Ski Cross,Men,SILVER,Athlete,,https://olympics.com/en/athletes/alex-fiva,Alex FIVA,Switzerland,CH,SUI,2022,Beijing,Summer
Freestyle Skiing,Men's Ski Cross,Men,GOLD,Athlete,,https://olympics.com/en/athletes/ryan-regez,Ryan REGEZ,Switzerland,CH,SUI,2022,Beijing,Summer
Freestyle Skiing,Women's Freeski Big Air,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/mathilde-gremaud,Mathilde GREMAUD,Switzerland,CH,SUI,2022,Beijing,Summer
Freestyle Skiing,Women's Freeski Big Air,Women,GOLD,Athlete,,https://olympics.com/en/athletes/gu-ailing-eileen,Ailing Eileen GU,People's Republic of China,CN,CHN,2022,Beijing,Summer
Freestyle Skiing,Women's Freeski Big Air,Women,SILVER,Athlete,,https://olympics.com/en/athletes/tess-ledeux,Tess LEDEUX,France,FR,FRA,2022,Beijing,Summer
Freestyle Skiing,Women's Moguls,Women,SILVER,Athlete,,https://olympics.com/en/athletes/kauf,Jaelin KAUF,United States of America,US,USA,2022,Beijing,Summer
Freestyle Skiing,Women's Moguls,Women,GOLD,Athlete,,https://olympics.com/en/athletes/anthony,Jakara ANTHONY,Australia,AU,AUS,2022,Beijing,Summer
Freestyle Skiing,Women's Moguls,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/anastasiia-smirnova,Anastasiia SMIRNOVA,ROC,ROC,ROC,2022,Beijing,Summer
Freestyle Skiing,Mixed Team Aerials,Mixed,GOLD,GameTeam,United States,,,United States of America,US,USA,2022,Beijing,Summer
Freestyle Skiing,Mixed Team Aerials,Mixed,SILVER,GameTeam,China,,,People's Republic of China,CN,CHN,2022,Beijing,Summer
Freestyle Skiing,Mixed Team Aerials,Mixed,BRONZE,GameTeam,Canada,,,Canada,CA,CAN,2022,Beijing,Summer
Freestyle Skiing,Women's Ski Cross,Women,SILVER,Athlete,,https://olympics.com/en/athletes/marielle-thompson,Marielle THOMPSON,Canada,CA,CAN,2022,Beijing,Summer
Freestyle Skiing,Women's Ski Cross,Women,GOLD,Athlete,,https://olympics.com/en/athletes/sandra-naeslund,Sandra NAESLUND,Sweden,SE,SWE,2022,Beijing,Summer
Freestyle Skiing,Women's Ski Cross,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/daniela-maier,Daniela MAIER,Germany,DE,GER,2022,Beijing,Summer
Freestyle Skiing,Men's Aerials,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/ilia-burov,Ilia BUROV,ROC,ROC,ROC,2022,Beijing,Summer
Freestyle Skiing,Men's Aerials,Men,GOLD,Athlete,,https://olympics.com/en/athletes/guangpu-qi,Guangpu QI,People's Republic of China,CN,CHN,2022,Beijing,Summer
Freestyle Skiing,Men's Aerials,Men,SILVER,Athlete,,https://olympics.com/en/athletes/oleksandr-abramenko,Oleksandr ABRAMENKO,Ukraine,UA,UKR,2022,Beijing,Summer
Freestyle Skiing,Women's Aerials,Women,SILVER,Athlete,,https://olympics.com/en/athletes/hanna-huskova,Hanna HUSKOVA,Belarus,BY,BLR,2022,Beijing,Summer
Freestyle Skiing,Women's Aerials,Women,GOLD,Athlete,,https://olympics.com/en/athletes/mengtao-xu,Mengtao XU,People's Republic of China,CN,CHN,2022,Beijing,Summer
Freestyle Skiing,Women's Aerials,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/megan-nick,Megan NICK,United States of America,US,USA,2022,Beijing,Summer
Freestyle Skiing,Women's Freeski Halfpipe,Women,SILVER,Athlete,,https://olympics.com/en/athletes/cassie-sharpe,Cassie SHARPE,Canada,CA,CAN,2022,Beijing,Summer
Freestyle Skiing,Women's Freeski Halfpipe,Women,GOLD,Athlete,,https://olympics.com/en/athletes/gu-ailing-eileen,Ailing Eileen GU,People's Republic of China,CN,CHN,2022,Beijing,Summer
Freestyle Skiing,Women's Freeski Halfpipe,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/rachel-karker,Rachel KARKER,Canada,CA,CAN,2022,Beijing,Summer
Freestyle Skiing,Women's Freeski Slopestyle,Women,SILVER,Athlete,,https://olympics.com/en/athletes/gu-ailing-eileen,Ailing Eileen GU,People's Republic of China,CN,CHN,2022,Beijing,Summer
Freestyle Skiing,Women's Freeski Slopestyle,Women,GOLD,Athlete,,https://olympics.com/en/athletes/mathilde-gremaud,Mathilde GREMAUD,Switzerland,CH,SUI,2022,Beijing,Summer
Freestyle Skiing,Women's Freeski Slopestyle,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/kelly-sildaru,Kelly SILDARU,Estonia,EE,EST,2022,Beijing,Summer
Freestyle Skiing,Men's Freeski Slopestyle,Men,SILVER,Athlete,,https://olympics.com/en/athletes/nicholas-goepper,Nicholas GOEPPER,United States of America,US,USA,2022,Beijing,Summer
Freestyle Skiing,Men's Freeski Slopestyle,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/jesper-tjader,Jesper TJADER,Sweden,SE,SWE,2022,Beijing,Summer
Freestyle Skiing,Men's Freeski Slopestyle,Men,GOLD,Athlete,,https://olympics.com/en/athletes/alexander-hall-1,Alexander HALL,United States of America,US,USA,2022,Beijing,Summer
Short Track Speed Skating,Women's 500m,Women,SILVER,Athlete,,https://olympics.com/en/athletes/suzanne-schulting,Suzanne SCHULTING,Netherlands,NL,NED,2022,Beijing,Summer
Short Track Speed Skating,Women's 500m,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/boutin,Kim BOUTIN,Canada,CA,CAN,2022,Beijing,Summer
Short Track Speed Skating,Women's 500m,Women,GOLD,Athlete,,https://olympics.com/en/athletes/arianna-fontana,Arianna FONTANA,Italy,IT,ITA,2022,Beijing,Summer
Short Track Speed Skating,Men's 500m,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/steven-dubois,Steven DUBOIS,Canada,CA,CAN,2022,Beijing,Summer
Short Track Speed Skating,Men's 500m,Men,GOLD,Athlete,,https://olympics.com/en/athletes/shaoang-liu,Shaoang LIU,Hungary,HU,HUN,2022,Beijing,Summer
Short Track Speed Skating,Men's 500m,Men,SILVER,Athlete,,https://olympics.com/en/athletes/konstantin-ivliev,Konstantin IVLIEV,ROC,ROC,ROC,2022,Beijing,Summer
Short Track Speed Skating,Men's 5000m Relay,Men,GOLD,GameTeam,Canada,,,Canada,CA,CAN,2022,Beijing,Summer
Short Track Speed Skating,Men's 5000m Relay,Men,SILVER,GameTeam,Republic of Korea,,,Republic of Korea,KR,KOR,2022,Beijing,Summer
Short Track Speed Skating,Men's 5000m Relay,Men,BRONZE,GameTeam,Italy,,,Italy,IT,ITA,2022,Beijing,Summer
Short Track Speed Skating,Team Relay,Mixed,GOLD,GameTeam,People's Republic of China,,,People's Republic of China,CN,CHN,2022,Beijing,Summer
Short Track Speed Skating,Team Relay,Mixed,SILVER,GameTeam,Italy,,,Italy,IT,ITA,2022,Beijing,Summer
Short Track Speed Skating,Team Relay,Mixed,BRONZE,GameTeam,Hungary,,,Hungary,HU,HUN,2022,Beijing,Summer
Short Track Speed Skating,Men's 1500m,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/semen-elistratov,Semen ELISTRATOV,ROC,ROC,ROC,2022,Beijing,Summer
Short Track Speed Skating,Men's 1500m,Men,GOLD,Athlete,,https://olympics.com/en/athletes/daeheon-hwang,Daeheon HWANG,Republic of Korea,KR,KOR,2022,Beijing,Summer
Short Track Speed Skating,Men's 1500m,Men,SILVER,Athlete,,https://olympics.com/en/athletes/steven-dubois,Steven DUBOIS,Canada,CA,CAN,2022,Beijing,Summer
Short Track Speed Skating,Men's 1000m,Men,GOLD,Athlete,,https://olympics.com/en/athletes/ren,Ziwei REN,People's Republic of China,CN,CHN,2022,Beijing,Summer
Short Track Speed Skating,Men's 1000m,Men,SILVER,Athlete,,https://olympics.com/en/athletes/wenlong-li,Wenlong LI,People's Republic of China,CN,CHN,2022,Beijing,Summer
Short Track Speed Skating,Men's 1000m,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/shaoang-liu,Shaoang LIU,Hungary,HU,HUN,2022,Beijing,Summer
Short Track Speed Skating,Women's 3000m Relay,Women,GOLD,GameTeam,Netherlands,,,Netherlands,NL,NED,2022,Beijing,Summer
Short Track Speed Skating,Women's 3000m Relay,Women,SILVER,GameTeam,Republic of Korea,,,Republic of Korea,KR,KOR,2022,Beijing,Summer
Short Track Speed Skating,Women's 3000m Relay,Women,BRONZE,GameTeam,People's Republic of China,,,People's Republic of China,CN,CHN,2022,Beijing,Summer
Short Track Speed Skating,Women's 1000m,Women,GOLD,Athlete,,https://olympics.com/en/athletes/suzanne-schulting,Suzanne SCHULTING,Netherlands,NL,NED,2022,Beijing,Summer
Short Track Speed Skating,Women's 1000m,Women,SILVER,Athlete,,https://olympics.com/en/athletes/choi-minjeong,Minjeong CHOI,Republic of Korea,KR,KOR,2022,Beijing,Summer
Short Track Speed Skating,Women's 1000m,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/hanne-desmet,Hanne DESMET,Belgium,BE,BEL,2022,Beijing,Summer
Short Track Speed Skating,Women's 1500m,Women,GOLD,Athlete,,https://olympics.com/en/athletes/choi-minjeong,Minjeong CHOI,Republic of Korea,KR,KOR,2022,Beijing,Summer
Short Track Speed Skating,Women's 1500m,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/suzanne-schulting,Suzanne SCHULTING,Netherlands,NL,NED,2022,Beijing,Summer
Short Track Speed Skating,Women's 1500m,Women,SILVER,Athlete,,https://olympics.com/en/athletes/arianna-fontana,Arianna FONTANA,Italy,IT,ITA,2022,Beijing,Summer
Snowboard,Women's Snowboard Halfpipe,Women,SILVER,Athlete,,https://olympics.com/en/athletes/queralt-castellet,Queralt CASTELLET,Spain,ES,ESP,2022,Beijing,Summer
Snowboard,Women's Snowboard Halfpipe,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/tomita,Sena TOMITA,Japan,JP,JPN,2022,Beijing,Summer
Snowboard,Women's Snowboard Halfpipe,Women,GOLD,Athlete,,https://olympics.com/en/athletes/chloe-kim,Chloe KIM,United States of America,US,USA,2022,Beijing,Summer
Snowboard,Mixed Team Snowboard Cross,Mixed,GOLD,GameTeam,United States of America 1,https://olympics.com/en/athletes/nick-baumgartner,Nick BAUMGARTNER,United States of America,US,USA,2022,Beijing,Summer
Snowboard,Mixed Team Snowboard Cross,Mixed,GOLD,GameTeam,United States of America 1,https://olympics.com/en/athletes/lindsey-jacobellis,Lindsey JACOBELLIS,United States of America,US,USA,2022,Beijing,Summer
Snowboard,Mixed Team Snowboard Cross,Mixed,SILVER,GameTeam,Italy 1,https://olympics.com/en/athletes/omar-visintin,Omar VISINTIN,Italy,IT,ITA,2022,Beijing,Summer
Snowboard,Mixed Team Snowboard Cross,Mixed,SILVER,GameTeam,Italy 1,https://olympics.com/en/athletes/michela-moioli,Michela MOIOLI,Italy,IT,ITA,2022,Beijing,Summer
Snowboard,Mixed Team Snowboard Cross,Mixed,BRONZE,GameTeam,Canada 1,https://olympics.com/en/athletes/eliot-grondin,Eliot GRONDIN,Canada,CA,CAN,2022,Beijing,Summer
Snowboard,Mixed Team Snowboard Cross,Mixed,BRONZE,GameTeam,Canada 1,https://olympics.com/en/athletes/meryeta-odine,Meryeta ODINE,Canada,CA,CAN,2022,Beijing,Summer
Snowboard,Women's Snowboard Cross,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/meryeta-odine,Meryeta ODINE,Canada,CA,CAN,2022,Beijing,Summer
Snowboard,Women's Snowboard Cross,Women,SILVER,Athlete,,https://olympics.com/en/athletes/chloe-trespeuch,Chloe TRESPEUCH,France,FR,FRA,2022,Beijing,Summer
Snowboard,Women's Snowboard Cross,Women,GOLD,Athlete,,https://olympics.com/en/athletes/lindsey-jacobellis,Lindsey JACOBELLIS,United States of America,US,USA,2022,Beijing,Summer
Snowboard,Men's Parallel Giant Slalom,Men,SILVER,Athlete,,https://olympics.com/en/athletes/tim-mastnak,Tim MASTNAK,Slovenia,SI,SLO,2022,Beijing,Summer
Snowboard,Men's Parallel Giant Slalom,Men,GOLD,Athlete,,https://olympics.com/en/athletes/benjamin-karl,Benjamin KARL,Austria,AT,AUT,2022,Beijing,Summer
Snowboard,Men's Parallel Giant Slalom,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/vic-wild,Vic WILD,ROC,ROC,ROC,2022,Beijing,Summer
Snowboard,Women's Snowboard Big Air,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/murase-kokomo,Kokomo MURASE,Japan,JP,JPN,2022,Beijing,Summer
Snowboard,Women's Snowboard Big Air,Women,SILVER,Athlete,,https://olympics.com/en/athletes/zoi-sadowski-synnott,Zoi SADOWSKI SYNNOTT,New Zealand,NZ,NZL,2022,Beijing,Summer
Snowboard,Women's Snowboard Big Air,Women,GOLD,Athlete,,https://olympics.com/en/athletes/anna-gasser,Anna GASSER,Austria,AT,AUT,2022,Beijing,Summer
Snowboard,Men's Snowboard Cross,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/omar-visintin,Omar VISINTIN,Italy,IT,ITA,2022,Beijing,Summer
Snowboard,Men's Snowboard Cross,Men,SILVER,Athlete,,https://olympics.com/en/athletes/eliot-grondin,Eliot GRONDIN,Canada,CA,CAN,2022,Beijing,Summer
Snowboard,Men's Snowboard Cross,Men,GOLD,Athlete,,https://olympics.com/en/athletes/alessandro-haemmerle,Alessandro HAEMMERLE,Austria,AT,AUT,2022,Beijing,Summer
Snowboard,Men's Snowboard Slopestyle,Men,GOLD,Athlete,,https://olympics.com/en/athletes/parrot,Max PARROT,Canada,CA,CAN,2022,Beijing,Summer
Snowboard,Men's Snowboard Slopestyle,Men,SILVER,Athlete,,https://olympics.com/en/athletes/yiming-su,Yiming SU,People's Republic of China,CN,CHN,2022,Beijing,Summer
Snowboard,Men's Snowboard Slopestyle,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/mark-mcmorris,Mark MCMORRIS,Canada,CA,CAN,2022,Beijing,Summer
Snowboard,Men's Snowboard Halfpipe,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/jan-scherrer,Jan SCHERRER,Switzerland,CH,SUI,2022,Beijing,Summer
Snowboard,Men's Snowboard Halfpipe,Men,GOLD,Athlete,,https://olympics.com/en/athletes/ayumu-hirano,Ayumu HIRANO,Japan,JP,JPN,2022,Beijing,Summer
Snowboard,Men's Snowboard Halfpipe,Men,SILVER,Athlete,,https://olympics.com/en/athletes/scotty-james,Scotty JAMES,Australia,AU,AUS,2022,Beijing,Summer
Snowboard,Women's Snowboard Slopestyle,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/tess-coady,Tess COADY,Australia,AU,AUS,2022,Beijing,Summer
Snowboard,Women's Snowboard Slopestyle,Women,SILVER,Athlete,,https://olympics.com/en/athletes/julia-marino,Julia MARINO,United States of America,US,USA,2022,Beijing,Summer
Snowboard,Women's Snowboard Slopestyle,Women,GOLD,Athlete,,https://olympics.com/en/athletes/zoi-sadowski-synnott,Zoi SADOWSKI SYNNOTT,New Zealand,NZ,NZL,2022,Beijing,Summer
Snowboard,Women's Parallel Giant Slalom,Women,SILVER,Athlete,,https://olympics.com/en/athletes/daniela-ulbing,Daniela ULBING,Austria,AT,AUT,2022,Beijing,Summer
Snowboard,Women's Parallel Giant Slalom,Women,GOLD,Athlete,,https://olympics.com/en/athletes/ester-ledecka,Ester LEDECKA,Czech Republic,CZ,CZE,2022,Beijing,Summer
Snowboard,Women's Parallel Giant Slalom,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/gloria-kotnik,Gloria KOTNIK,Slovenia,SI,SLO,2022,Beijing,Summer
Snowboard,Men's Snowboard Big Air,Men,SILVER,Athlete,,https://olympics.com/en/athletes/roisland,Mons ROISLAND,Norway,NO,NOR,2022,Beijing,Summer
Snowboard,Men's Snowboard Big Air,Men,GOLD,Athlete,,https://olympics.com/en/athletes/yiming-su,Yiming SU,People's Republic of China,CN,CHN,2022,Beijing,Summer
Snowboard,Men's Snowboard Big Air,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/parrot,Max PARROT,Canada,CA,CAN,2022,Beijing,Summer
Ski Jumping,Men's Team,Men,GOLD,GameTeam,Austria,,,Austria,AT,AUT,2022,Beijing,Summer
Ski Jumping,Men's Team,Men,SILVER,GameTeam,Slovenia,,,Slovenia,SI,SLO,2022,Beijing,Summer
Ski Jumping,Men's Team,Men,BRONZE,GameTeam,Germany,,,Germany,DE,GER,2022,Beijing,Summer
Ski Jumping,Men's LH Individual,Men,GOLD,Athlete,,https://olympics.com/en/athletes/marius-lindvik,Marius LINDVIK,Norway,NO,NOR,2022,Beijing,Summer
Ski Jumping,Men's LH Individual,Men,SILVER,Athlete,,https://olympics.com/en/athletes/kobayashi,Ryoyu KOBAYASHI,Japan,JP,JPN,2022,Beijing,Summer
Ski Jumping,Men's LH Individual,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/geiger,Karl GEIGER,Germany,DE,GER,2022,Beijing,Summer
Ski Jumping,Mixed Team,Mixed,GOLD,GameTeam,Slovenia,,,Slovenia,SI,SLO,2022,Beijing,Summer
Ski Jumping,Mixed Team,Mixed,SILVER,GameTeam,ROC,,,ROC,ROC,ROC,2022,Beijing,Summer
Ski Jumping,Mixed Team,Mixed,BRONZE,GameTeam,Canada,,,Canada,CA,CAN,2022,Beijing,Summer
Ski Jumping,Women's NH Individual,Women,SILVER,Athlete,,https://olympics.com/en/athletes/katharina-althaus,Katharina ALTHAUS,Germany,DE,GER,2022,Beijing,Summer
Ski Jumping,Women's NH Individual,Women,GOLD,Athlete,,https://olympics.com/en/athletes/ursa-bogataj,Ursa BOGATAJ,Slovenia,SI,SLO,2022,Beijing,Summer
Ski Jumping,Women's NH Individual,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/kriznar,Nika KRIZNAR,Slovenia,SI,SLO,2022,Beijing,Summer
Ski Jumping,Men's NH Individual,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/dawid-kubacki,Dawid KUBACKI,Poland,PL,POL,2022,Beijing,Summer
Ski Jumping,Men's NH Individual,Men,SILVER,Athlete,,https://olympics.com/en/athletes/manuel-fettner,Manuel FETTNER,Austria,AT,AUT,2022,Beijing,Summer
Ski Jumping,Men's NH Individual,Men,GOLD,Athlete,,https://olympics.com/en/athletes/kobayashi,Ryoyu KOBAYASHI,Japan,JP,JPN,2022,Beijing,Summer
Figure skating,Team Event,Mixed,GOLD,GameTeam,ROC,https://olympics.com/en/athletes/mark-kondratiuk,Mark KONDRATIUK,ROC,ROC,ROC,2022,Beijing,Summer
Figure skating,Team Event,Mixed,GOLD,GameTeam,ROC,https://olympics.com/en/athletes/kamila-valieva,Kamila VALIEVA,ROC,ROC,ROC,2022,Beijing,Summer
Figure skating,Team Event,Mixed,SILVER,GameTeam,United States of America,,,United States of America,US,USA,2022,Beijing,Summer
Figure skating,Team Event,Mixed,BRONZE,GameTeam,Japan,,,Japan,JP,JPN,2022,Beijing,Summer
Figure skating,Pair Skating,Mixed,GOLD,GameTeam,SUI Wenjing / HAN Cong,https://olympics.com/en/athletes/wenjing-sui,Wenjing SUI,People's Republic of China,CN,CHN,2022,Beijing,Summer
Figure skating,Pair Skating,Mixed,GOLD,GameTeam,SUI Wenjing / HAN Cong,https://olympics.com/en/athletes/cong-han,Cong HAN,People's Republic of China,CN,CHN,2022,Beijing,Summer
Figure skating,Pair Skating,Mixed,SILVER,GameTeam,TARASOVA Evgenia / MOROZOV Vladimir,https://olympics.com/en/athletes/tarasova,Evgenia TARASOVA,ROC,ROC,ROC,2022,Beijing,Summer
Figure skating,Pair Skating,Mixed,SILVER,GameTeam,TARASOVA Evgenia / MOROZOV Vladimir,https://olympics.com/en/athletes/morozov,Vladimir MOROZOV,ROC,ROC,ROC,2022,Beijing,Summer
Figure skating,Pair Skating,Mixed,BRONZE,GameTeam,MISHINA Anastasia / GALLIAMOV Aleksandr,https://olympics.com/en/athletes/anastasia-mishina,Anastasia MISHINA,ROC,ROC,ROC,2022,Beijing,Summer
Figure skating,Pair Skating,Mixed,BRONZE,GameTeam,MISHINA Anastasia / GALLIAMOV Aleksandr,https://olympics.com/en/athletes/aleksandr-galliamov,Aleksandr GALLIAMOV,ROC,ROC,ROC,2022,Beijing,Summer
Figure skating,Ice Dance,Mixed,GOLD,GameTeam,PAPADAKIS Gabriella / CIZERON Guillaume,https://olympics.com/en/athletes/gabriella-papadakis,Gabriella PAPADAKIS,France,FR,FRA,2022,Beijing,Summer
Figure skating,Ice Dance,Mixed,GOLD,GameTeam,PAPADAKIS Gabriella / CIZERON Guillaume,https://olympics.com/en/athletes/guillaume-cizeron,Guillaume CIZERON,France,FR,FRA,2022,Beijing,Summer
Figure skating,Ice Dance,Mixed,SILVER,GameTeam,SINITSINA Victoria / KATSALAPOV Nikita,https://olympics.com/en/athletes/victoria-sinitsina,Victoria SINITSINA,ROC,ROC,ROC,2022,Beijing,Summer
Figure skating,Ice Dance,Mixed,SILVER,GameTeam,SINITSINA Victoria / KATSALAPOV Nikita,https://olympics.com/en/athletes/nikita-katsalapov,Nikita KATSALAPOV,ROC,ROC,ROC,2022,Beijing,Summer
Figure skating,Ice Dance,Mixed,BRONZE,GameTeam,HUBBELL Madison / DONOHUE Zachary,https://olympics.com/en/athletes/madison-hubbell,Madison HUBBELL,United States of America,US,USA,2022,Beijing,Summer
Figure skating,Ice Dance,Mixed,BRONZE,GameTeam,HUBBELL Madison / DONOHUE Zachary,https://olympics.com/en/athletes/donohue,Zachary DONOHUE,United States of America,US,USA,2022,Beijing,Summer
Figure skating,Women Single Skating,Women,GOLD,Athlete,,https://olympics.com/en/athletes/anna-shcherbakova,Anna SHCHERBAKOVA,ROC,ROC,ROC,2022,Beijing,Summer
Figure skating,Women Single Skating,Women,SILVER,Athlete,,https://olympics.com/en/athletes/alexandra-trusova,Alexandra Trusova,ROC,ROC,ROC,2022,Beijing,Summer
Figure skating,Women Single Skating,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/kaori-sakamoto,Kaori SAKAMOTO,Japan,JP,JPN,2022,Beijing,Summer
Figure skating,Men Single Skating,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/shoma-uno,Shoma UNO,Japan,JP,JPN,2022,Beijing,Summer
Figure skating,Men Single Skating,Men,GOLD,Athlete,,https://olympics.com/en/athletes/chen,Nathan CHEN,United States of America,US,USA,2022,Beijing,Summer
Figure skating,Men Single Skating,Men,SILVER,Athlete,,https://olympics.com/en/athletes/yuma-kagiyama,Yuma KAGIYAMA,Japan,JP,JPN,2022,Beijing,Summer
Luge,Team Relay,Mixed,GOLD,GameTeam,Germany,,,Germany,DE,GER,2022,Beijing,Summer
Luge,Team Relay,Mixed,SILVER,GameTeam,Austria,,,Austria,AT,AUT,2022,Beijing,Summer
Luge,Team Relay,Mixed,BRONZE,GameTeam,Latvia,,,Latvia,LV,LAT,2022,Beijing,Summer
Luge,Doubles,Open,GOLD,GameTeam,WENDL Tobias / ARLT Tobias,https://olympics.com/en/athletes/tobias-wendl,Tobias WENDL,Germany,DE,GER,2022,Beijing,Summer
Luge,Doubles,Open,GOLD,GameTeam,WENDL Tobias / ARLT Tobias,https://olympics.com/en/athletes/tobias-arlt,Tobias ARLT,Germany,DE,GER,2022,Beijing,Summer
Luge,Doubles,Open,SILVER,GameTeam,EGGERT Toni / BENECKEN Sascha,https://olympics.com/en/athletes/toni-eggert,Toni EGGERT,Germany,DE,GER,2022,Beijing,Summer
Luge,Doubles,Open,SILVER,GameTeam,EGGERT Toni / BENECKEN Sascha,https://olympics.com/en/athletes/sascha-benecken,Sascha BENECKEN,Germany,DE,GER,2022,Beijing,Summer
Luge,Doubles,Open,BRONZE,GameTeam,STEU Thomas / KOLLER Lorenz,https://olympics.com/en/athletes/thomas-steu,Thomas STEU,Austria,AT,AUT,2022,Beijing,Summer
Luge,Doubles,Open,BRONZE,GameTeam,STEU Thomas / KOLLER Lorenz,https://olympics.com/en/athletes/lorenz-koller,Lorenz KOLLER,Austria,AT,AUT,2022,Beijing,Summer
